0.30001200	2.75012e+09	
0.30002100	2.45768e+09	
0.30003000	2.16039e+09	
0.30003901	1.66611e+09	
0.30004801	1.48169e+09	
0.30005701	1.44412e+09	
0.30006601	1.21838e+09	
0.30007502	9.47558e+08	
0.30008402	6.22309e+08	
0.30009303	1.08681e+08	
0.30010203	5.28219e+08	
0.30011104	8.52492e+08	
0.30012005	1.04409e+09	
0.30012906	1.38855e+09	
0.30013806	1.64305e+09	
0.30014707	1.81481e+09	
0.30015608	2.02797e+09	
0.30016509	2.30953e+09	
0.30017410	2.36305e+09	
0.30018311	2.58750e+09	
0.30019212	2.51502e+09	
0.30020113	2.03741e+09	
0.30021015	2.18721e+09	
0.30021916	2.12012e+09	
0.30022817	1.46700e+09	
0.30023719	1.08798e+09	
0.30024620	5.07114e+08	
0.30025522	7.78928e+08	
0.30026423	1.22431e+09	
0.30027325	1.15240e+09	
0.30028227	2.40950e+09	
0.30029128	2.52593e+09	
0.30030030	7.26009e+08	
0.30030932	1.99903e+09	
0.30031834	3.17583e+09	
0.30032736	3.08303e+09	
0.30033638	2.59268e+09	
0.30034540	1.85625e+09	
0.30035442	1.08920e+09	
0.30036344	1.90782e+08	
0.30037246	1.41452e+09	
0.30038148	2.17622e+09	
0.30039051	2.65927e+09	
0.30039953	3.76465e+09	
0.30040856	3.63980e+09	
0.30041758	3.07956e+09	
0.30042661	4.03625e+09	
0.30043563	5.18992e+09	
0.30044466	6.23719e+09	
0.30045369	5.71267e+09	
0.30046271	1.15361e+09	
0.30047174	3.68782e+09	
0.30048077	5.02317e+09	
0.30048980	5.60749e+09	
0.30049883	3.34760e+09	
0.30050786	2.94032e+09	
0.30051689	4.96200e+09	
0.30052592	6.47633e+09	
0.30053495	6.63834e+09	
0.30054398	6.21245e+09	
0.30055302	2.69437e+09	
0.30056205	7.38741e+09	
0.30057109	7.10786e+09	
0.30058012	5.94866e+09	
0.30058915	6.76763e+09	
0.30059819	5.06374e+09	
0.30060723	5.64666e+09	
0.30061626	6.62093e+09	
0.30062530	5.73192e+09	
0.30063434	4.30300e+09	
0.30064338	4.96772e+09	
0.30065242	3.98789e+09	
0.30066146	3.55297e+09	
0.30067050	2.89192e+09	
0.30067954	1.75543e+09	
0.30068858	7.57244e+08	
0.30069762	1.89002e+09	
0.30070666	2.85798e+09	
0.30071570	1.01819e+09	
0.30072475	1.47211e+09	
0.30073379	2.06043e+09	
0.30074283	3.00669e+09	
0.30075188	2.93376e+09	
0.30076093	2.52746e+09	
0.30076997	2.23787e+09	
0.30077902	1.82246e+09	
0.30078806	1.45811e+09	
0.30079711	1.07589e+09	
0.30080616	6.91126e+08	
0.30081521	2.33264e+08	
0.30082426	8.23654e+08	
0.30083331	1.20196e+09	
0.30084236	1.60855e+09	
0.30085141	1.73781e+09	
0.30086046	2.21617e+09	
0.30086951	2.59928e+09	
0.30087857	3.11284e+09	
0.30088762	3.35884e+09	
0.30089667	3.31635e+09	
0.30090573	2.71328e+09	
0.30091478	1.70973e+09	
0.30092384	1.19910e+09	
0.30093289	3.06076e+09	
0.30094195	2.90639e+09	
0.30095101	1.54467e+09	
0.30096006	1.39577e+09	
0.30096912	2.70345e+09	
0.30097818	3.93901e+09	
0.30098724	5.05975e+09	
0.30099630	3.80585e+09	
0.30100536	6.08171e+09	
0.30101442	5.23560e+09	
0.30102348	6.50415e+09	
0.30103254	6.29033e+09	
0.30104160	4.13613e+09	
0.30105067	8.16641e+09	
0.30105973	6.81750e+09	
0.30106879	4.66507e+09	
0.30107786	5.97382e+09	
0.30108692	7.92118e+09	
0.30109599	8.47808e+09	
0.30110506	3.60099e+09	
0.30111412	5.15363e+09	
0.30112319	7.41672e+09	
0.30113226	3.18715e+09	
0.30114133	5.81073e+09	
0.30115039	5.99830e+09	
0.30115946	5.59975e+09	
0.30116853	4.66845e+09	
0.30117760	3.50134e+09	
0.30118668	2.22827e+09	
0.30119575	7.50718e+08	
0.30120482	8.17992e+08	
0.30121389	2.39948e+09	
0.30122297	3.55228e+09	
0.30123204	4.62106e+09	
0.30124111	4.31699e+09	
0.30125019	6.15955e+09	
0.30125926	6.55533e+09	
0.30126834	7.21051e+09	
0.30127742	7.19821e+09	
0.30128649	5.60079e+09	
0.30129557	3.74332e+09	
0.30130465	1.87841e+09	
0.30131373	5.90305e+09	
0.30132281	3.50902e+09	
0.30133189	8.00244e+09	
0.30134097	7.74235e+09	
0.30135005	6.36605e+09	
0.30135913	3.33625e+09	
0.30136821	1.97123e+09	
0.30137729	3.49364e+09	
0.30138638	6.26013e+09	
0.30139546	7.50277e+09	
0.30140455	5.97503e+09	
0.30141363	6.47245e+09	
0.30142272	6.35522e+09	
0.30143180	4.21444e+09	
0.30144089	5.99887e+09	
0.30144997	3.45654e+09	
0.30145906	3.21138e+09	
0.30146815	2.36452e+09	
0.30147724	1.47016e+09	
0.30148633	1.51507e+09	
0.30149542	8.69729e+08	
0.30150451	2.49184e+09	
0.30151360	2.53526e+09	
0.30152269	9.90045e+08	
0.30153178	3.69289e+09	
0.30154087	2.77805e+09	
0.30154997	5.44688e+09	
0.30155906	5.78337e+09	
0.30156815	4.64781e+09	
0.30157725	4.66914e+09	
0.30158634	3.75986e+09	
0.30159544	5.20073e+09	
0.30160454	4.74218e+09	
0.30161363	2.90983e+09	
0.30162273	2.38035e+09	
0.30163183	4.53809e+09	
0.30164093	4.90273e+09	
0.30165003	4.97225e+09	
0.30165913	3.25389e+09	
0.30166823	3.92306e+09	
0.30167733	4.37564e+09	
0.30168643	4.20066e+09	
0.30169553	4.09508e+09	
0.30170463	3.84012e+09	
0.30171373	3.53252e+09	
0.30172284	3.00242e+09	
0.30173194	2.22668e+09	
0.30174105	2.00410e+09	
0.30175015	1.28250e+09	
0.30175926	1.38107e+08	
0.30176836	9.39868e+08	
0.30177747	1.67111e+09	
0.30178658	2.23861e+09	
0.30179568	2.57555e+09	
0.30180479	2.60492e+09	
0.30181390	2.52221e+09	
0.30182301	2.90328e+09	
0.30183212	2.82033e+09	
0.30184123	2.59832e+09	
0.30185034	1.81577e+09	
0.30185945	2.33326e+09	
0.30186857	2.28257e+09	
0.30187768	1.62978e+09	
0.30188679	1.09717e+09	
0.30189591	1.53178e+09	
0.30190502	1.56832e+09	
0.30191414	3.22126e+08	
0.30192325	1.70470e+09	
0.30193237	1.75491e+09	
0.30194148	1.80839e+09	
0.30195060	1.71898e+09	
0.30195972	1.64276e+09	
0.30196884	1.55684e+09	
0.30197796	1.44583e+09	
0.30198707	1.32726e+09	
0.30199619	1.23426e+09	
0.30200532	1.12026e+09	
0.30201444	1.00317e+09	
0.30202356	8.81504e+08	
0.30203268	7.45610e+08	
0.30204180	5.54363e+08	
0.30205093	8.48779e+07	
0.30206005	1.24655e+08	
0.30206917	2.65962e+08	
0.30207830	4.97716e+08	
0.30208742	6.07387e+08	
0.30209655	5.27660e+08	
0.30210568	3.09428e+08	
0.30211480	4.41706e+08	
0.30212393	7.33988e+08	
0.30213306	9.05042e+08	
0.30214219	1.04523e+09	
0.30215132	9.45419e+08	
0.30216045	9.51887e+08	
0.30216958	1.35726e+09	
0.30217871	1.51677e+09	
0.30218784	1.64284e+09	
0.30219697	1.75341e+09	
0.30220610	1.85305e+09	
0.30221524	1.96240e+09	
0.30222437	2.10491e+09	
0.30223351	2.20687e+09	
0.30224264	2.31528e+09	
0.30225178	2.46244e+09	
0.30226091	2.47239e+09	
0.30227005	2.68639e+09	
0.30227919	2.76070e+09	
0.30228832	2.91519e+09	
0.30229746	3.05089e+09	
0.30230660	3.15571e+09	
0.30231574	3.27929e+09	
0.30232488	3.41187e+09	
0.30233402	3.50715e+09	
0.30234316	3.50281e+09	
0.30235230	3.41448e+09	
0.30236144	2.16874e+09	
0.30237059	3.70521e+09	
0.30237973	3.51055e+09	
0.30238887	3.01596e+09	
0.30239802	1.17338e+09	
0.30240716	1.30427e+09	
0.30241631	2.68348e+09	
0.30242545	2.13343e+09	
0.30243460	1.18142e+09	
0.30244375	3.50898e+09	
0.30245289	3.89691e+09	
0.30246204	3.48746e+09	
0.30247119	3.74986e+09	
0.30248034	3.57631e+09	
0.30248949	3.51182e+09	
0.30249864	3.44062e+09	
0.30250779	3.27171e+09	
0.30251694	2.86287e+09	
0.30252609	2.29482e+09	
0.30253525	1.40865e+09	
0.30254440	1.16805e+09	
0.30255355	1.78139e+09	
0.30256271	1.14961e+09	
0.30257186	1.01221e+09	
0.30258102	3.25932e+08	
0.30259017	5.61909e+08	
0.30259933	1.12463e+09	
0.30260849	1.51773e+09	
0.30261764	1.76563e+09	
0.30262680	2.14885e+09	
0.30263596	2.09739e+09	
0.30264512	1.90519e+09	
0.30265428	2.49587e+09	
0.30266344	3.45618e+09	
0.30267260	3.96757e+09	
0.30268176	4.05869e+09	
0.30269092	4.40465e+09	
0.30270008	4.89766e+09	
0.30270925	4.28411e+09	
0.30271841	5.24522e+09	
0.30272758	5.64456e+09	
0.30273674	4.81646e+09	
0.30274591	5.36071e+09	
0.30275507	6.51145e+09	
0.30276424	5.94885e+09	
0.30277340	5.98694e+09	
0.30278257	7.81874e+09	
0.30279174	6.82417e+09	
0.30280091	2.77232e+09	
0.30281008	8.39210e+09	
